;id_labdoc;n_users;durée_écriture;plage_travail;passage_main
4915;257512;3;360.0;743.0;5
4916;257513;2;260.0;1020.0000000000001;2
4917;257517;3;140.0;570.0;2
4918;417796;3;980.0;5467.0;1
4919;417797;2;360.0;3256.0;1
4920;417800;3;480.0;230552.0;3
4921;417799;3;820.0;230406.0;4
4922;263280;2;240.0;2671.0;1
4923;263277;2;580.0;11743.0;2
4925;263279;3;800.0;10265.0;3
4926;263289;2;1020.0;3152.0;4
4929;258017;3;1160.0;8146.000000000001;7
4930;258021;3;1240.0;2251.0;2
4932;258016;2;940.0;8534.0;2
4933;258022;2;440.0;2257.0;1
4934;258015;2;440.0;9494.0;1
4937;258018;3;480.0;7708.000000000001;3
4938;417828;3;220.0;260989.00000000003;3
4939;417827;3;700.0;3540.0;3
4940;417825;2;380.0;1987.0000000000002;1
4941;417824;2;1300.0;2374.0;1
4942;417838;3;280.0;2442.0;2
4943;417836;4;740.0;6240.0;3
4944;417837;4;480.0;6572.0;3
4947;256483;3;540.0;2475.0;1
4948;256485;3;360.0;6378.0;2
4949;256484;2;760.0;8545.0;1
4950;256486;3;300.0;5238.0;2
4951;263320;3;1460.0;2103.0;2
4952;263321;2;840.0;2343.0;1
4953;263324;3;940.0;2353.0;1
4954;263318;2;880.0;4164.0;1
4955;263319;2;1320.0;8383.0;1
4956;381953;2;360.0;6089.0;1
4957;381952;2;520.0;8118.000000000001;2
4958;381950;2;460.0;5099.0;2
4960;256891;2;1320.0;3653.0000000000005;2
4962;256889;3;1140.0;5395.0;10
4963;256890;3;560.0;4176.0;6
4964;256887;2;300.0;816.0;2
4965;381962;3;1900.0;371114.0;6
4966;381963;3;860.0;370849.0;5
4967;381960;2;640.0;2736.0;1
4968;381964;2;260.0;17440.0;1
4969;381972;2;880.0;363022.0;3
4970;381973;2;480.0;357702.0;1
4971;437202;3;940.0;2397.0;5
4972;437199;3;1480.0;3424.0;2
4973;437211;2;1420.0;5242.0;3
4974;437212;2;660.0;6007.0;4
4975;437213;2;900.0;10487.0;3
4976;437215;2;500.0;4817.0;3
4977;437214;2;700.0;5976.0;3
4980;382132;3;1580.0;523720.00000000006;2
4981;256899;3;600.0;866.0;2
4983;256900;3;340.0;431.0;2
4984;257594;3;600.0;5594.0;5
4985;257595;3;300.0;3819.0000000000005;3
4987;256909;3;700.0;3502.0;5
4988;256910;3;460.0;2714.0;3
4989;256908;2;480.0;3197.0;1
4990;257605;3;620.0;1074.0;2
4991;257604;3;860.0;1840.0000000000002;3
4992;257602;2;1460.0;4934.0;1
4993;257603;3;600.0;10880.0;2
4995;257609;2;340.0;734.0;1
4996;381595;2;660.0;14153.0;2
4997;381594;2;600.0;2231.0;1
4998;381596;2;240.0;14120.0;2
4999;381592;2;1080.0;3131.0;1
5000;381584;2;380.0;1514.0;3
5001;381582;2;260.0;1945.0000000000002;1
5002;381581;2;760.0;3583.0;1
5003;381164;2;560.0;2200.0;3
5004;381165;2;380.0;1915.0000000000002;1
5005;381174;2;800.0;5902.0;3
5006;381175;2;340.0;3623.0;2
5007;381171;2;880.0;3682.0000000000005;1
5008;381172;2;400.0;1772.0;1
5009;381606;2;520.0;23597.0;1
5010;381604;2;680.0;3673.0000000000005;2
5011;381605;3;540.0;260304.00000000003;4
5012;381616;2;320.0;15939.000000000002;2
5013;381614;2;660.0;9041.0;2
5014;381615;2;500.0;20987.0;4
5015;381613;2;540.0;10768.0;1
5016;381612;2;1220.0;3868.0000000000005;1
5017;258048;3;460.0;1042.0;2
5018;258047;3;800.0;2176.0;3
5019;257614;3;1120.0;3417.0;3
5020;257616;3;880.0;1795.0;2
5021;257611;3;1660.0;3500.0;1
5022;256451;2;1360.0;3500.0;2
5023;256452;2;340.0;3903.0000000000005;1
5024;256457;2;80.0;719.0;1
5025;256454;3;680.0;5463.0;5
5026;256455;3;260.0;842.0;2
5027;437244;2;240.0;6920.0;1
5028;437247;2;380.0;2027.0000000000002;1
5029;437241;3;940.0;4492.0;2
5030;437250;3;340.0;6171.0;2
5036;382113;2;420.0;9009.0;2
5037;382114;2;1140.0;342652.0;4
5040;382124;3;740.0;3417.0;6
5041;382121;3;880.0;4275.0;2
5042;382123;2;800.0;5592.0;1
5043;437224;2;760.0;1590.0;1
5044;437225;2;360.0;640.0;1
5045;437221;2;1200.0;5584.0;2
5046;437223;2;700.0;1711.0;1
5047;437222;2;540.0;1108.0;1
5048;381991;2;900.0;1786.0;1
5049;381989;3;1300.0;206274.0;2
5050;381990;2;440.0;206532.0;1
5051;381992;2;940.0;183648.0;1
5052;381993;3;400.0;178678.0;4
5053;381943;3;380.0;284825.0;3
5054;381942;3;1120.0;286518.0;8
5056;381940;2;500.0;207348.0;3
5057;381941;2;800.0;4242.0;4
5060;475946;2;640.0;2830.0;2
5062;474283;2;240.0;343758.0;3
5063;471548;2;1760.0;369755.0;2
5064;472489;2;820.0;101261.0;1
5066;472481;2;1160.0;174242.0;2
5070;467512;2;1240.0;4612.0;1
5074;471668;2;1360.0;5189.0;1
5075;470764;2;740.0;107708.0;1
5076;471600;2;740.0;8631.0;1
5079;470608;2;220.0;187710.0;2
5080;470610;2;1120.0;187349.0;2
5081;470604;2;980.0;192972.0;2
5082;470590;2;1580.0;105007.0;2
5083;470591;2;500.0;101346.0;1
5084;470582;2;840.0;108049.0;2
5085;470586;2;1000.0;106080.0;1
5086;470584;2;680.0;105565.0;5
5087;467664;2;380.0;92515.0;2
5088;467658;2;1560.0;94785.0;2
5091;467662;2;940.0;103193.0;2
5093;474536;2;460.0;257741.00000000003;2
5094;474534;2;1600.0;287355.0;5
5095;474868;2;560.0;239640.00000000003;2
5096;474538;2;120.0;115267.0;1
5097;474532;2;320.0;1306.0;1
5098;474540;2;960.0;284245.0;5
5100;474590;2;340.0;260822.00000000003;2
5101;472681;2;1040.0;67222.0;1
5108;473969;5;740.0;91397.0;7
5114;477624;2;560.0;143488.0;1
5120;477625;2;1080.0;154805.0;2
5123;478682;2;360.0;146938.0;2
5128;258715;3;200.0;762.0;1
5129;258714;3;280.0;1362.0;1
5130;258720;3;120.0;629.0;2
5133;258713;3;220.0;702.0;2
5135;396624;2;500.0;741.0;2
5136;396626;2;160.0;287.0;1
5137;396632;2;100.0;189.0;1
5138;396622;3;160.0;322.0;2
5139;396623;3;440.0;1227.0;2
5141;396628;2;240.0;1133.0;1
5142;396629;3;200.0;1536.0;2
5143;396630;2;180.0;1190.0;1
5144;383721;3;220.0;614.0;4
5145;383717;3;360.0;2723.0;5
5146;383716;2;600.0;3127.0;1
5147;383714;3;260.0;1790.0;2
5148;383726;3;580.0;1362.0;3
5149;383718;2;420.0;1348.0;1
5151;383731;2;100.0;1811.0;1
5152;383728;3;280.0;812.0;2
5153;383730;3;600.0;3915.0000000000005;1
5156;261459;3;740.0;2345.0;6
5157;261467;2;80.0;114.0;1
5158;261458;2;180.0;1503.0;1
5160;261457;3;200.0;1524.0;2
5161;261468;3;280.0;546.0;1
5162;261470;2;160.0;1208.0;1
5163;261460;3;280.0;864.0;2
5164;261462;2;460.0;1098.0;1
5165;261463;2;240.0;363.0;1
5166;261476;2;280.0;2174.0;1
5168;261478;3;100.0;324.0;2
5169;261471;3;100.0;730.0;1
5171;261472;2;260.0;999.0000000000001;1
5172;261710;3;80.0;498.00000000000006;1
5173;261718;2;300.0;1098.0;1
5174;261711;2;200.0;218.0;1
5175;261713;3;400.0;2428.0;2
5176;261712;2;80.0;982.0000000000001;1
5177;261721;2;140.0;441.0;1
5178;261717;2;80.0;228.0;1
5180;261714;2;380.0;598.0;1
5182;261755;2;140.0;214.0;1
5184;261765;2;220.0;336.0;1
5185;261752;2;180.0;634.0;1
5186;261759;2;260.0;1824.0;1
5187;261329;2;180.0;371.0;1
5188;261317;3;260.0;1069.0;3
5189;261323;2;520.0;798.0;1
5190;261318;2;400.0;809.0;1
5193;261326;2;40.0;610.0;1
5194;261324;3;120.0;1473.0;2
5195;261325;2;500.0;1411.0;1
5196;396591;2;160.0;317.0;1
5197;396580;2;140.0;5449.0;1
5198;396592;2;240.0;676.0;1
5199;396582;2;280.0;5678.0;1
5200;396586;2;440.0;3298.0;1
5201;396585;2;320.0;3056.0;1
5204;396601;2;160.0;2114.0;2
5207;396605;3;80.0;1257.0;2
5209;396606;3;200.0;881.0;1
5210;396594;2;280.0;3842.0000000000005;2
5211;261339;2;40.0;151.0;1
5212;261331;3;100.0;1969.0000000000002;2
5213;261338;3;200.0;808.0;2
5216;261344;2;540.0;625.0;1
5218;383742;3;260.0;1060.0;2
5219;383749;3;160.0;1187.0;2
5222;383744;2;540.0;1468.0;2
5223;383754;2;180.0;311.0;1
5224;384028;2;200.0;809.0;1
5225;384017;2;240.0;2780.0;1
5226;384021;2;160.0;191.0;1
5228;384030;2;160.0;432.0;2
5229;384019;2;240.0;1335.0;2
5230;384027;2;140.0;466.00000000000006;1
5231;384025;2;140.0;929.0000000000001;1
5232;384024;2;140.0;323.0;1
5233;391567;3;400.0;2598.0;4
5234;391576;3;60.0;101.0;1
5235;391574;3;160.0;528.0;2
5236;391580;2;200.0;351.0;1
5237;391569;2;340.0;1645.0;2
5238;391570;3;400.0;2655.0;5
5239;391571;2;300.0;932.0000000000001;2
5240;391578;2;200.0;886.0;2
5241;391568;2;200.0;2251.0;1
5242;391573;2;240.0;660.0;1
5243;391572;2;200.0;1515.0;1
5244;384038;2;120.0;269.0;1
5245;384031;2;200.0;455.0;1
5246;384033;2;260.0;1410.0;2
5247;384036;2;380.0;553.0;3
5248;384034;2;220.0;430.0;1
5251;391607;2;240.0;559.0;1
5252;391597;2;680.0;2239.0;3
5253;391604;2;40.0;84.0;1
5254;258758;3;340.0;3411.0;3
5256;258757;3;660.0;4080.0000000000005;5
5258;258763;2;180.0;510.00000000000006;1
5259;258755;3;120.0;1151.0;2
5260;258762;2;120.0;540.0;2
5261;391582;2;360.0;2351.0;2
5262;391581;3;200.0;2443.0;2
5263;391584;2;180.0;412.0;1
5264;391585;2;120.0;325.0;1
5265;259700;3;220.0;341.0;2
5266;259701;2;340.0;3609.0;1
5267;259707;3;100.0;611.0;2
5268;259706;2;440.0;1549.0;1
5269;384059;2;180.0;446.0;1
5270;384066;2;160.0;1681.0;1
5271;384067;2;200.0;1112.0;1
5273;391439;2;240.0;744.0;2
5274;391438;2;220.0;819.0;1
5275;391433;2;140.0;1228.0;1
5276;391440;2;180.0;675.0;1
5277;391436;2;160.0;405.0;1
5278;391446;2;140.0;299.0;2
5279;416189;2;120.0;1352.0;1
5280;416198;2;240.0;679.0;1
5281;416200;3;100.0;931.0000000000001;1
5282;416208;2;180.0;229.00000000000003;1
5283;416205;3;220.0;824.0;2
5288;258743;2;600.0;2194.0;2
5289;258746;2;380.0;1762.0;1
5290;261492;3;100.0;580.0;2
5292;261485;3;220.0;964.0000000000001;3
5295;261487;2;840.0;2746.0;1
5297;258309;2;300.0;1806.0;1
5298;258311;2;100.0;328.0;1
5300;258304;2;100.0;671.0;1
5304;391419;2;160.0;4948.0;1
5305;391541;2;80.0;244.00000000000003;1
5306;391540;2;220.0;1520.0;1
5307;391539;2;220.0;2117.0;1
5308;391537;2;180.0;2327.0;2
5309;391544;2;120.0;182.0;1
5311;384014;2;160.0;258.0;1
5312;384010;3;180.0;2085.0;2
5313;384008;2;520.0;1710.0;1
5314;384003;3;160.0;1277.0;3
5315;391564;2;220.0;865.0;1
5316;391553;2;300.0;800.0;1
5317;391560;2;180.0;694.0;2
5319;261306;3;680.0;1516.0;2
5320;261315;2;180.0;226.0;1
5321;261305;2;440.0;2040.0000000000002;4
5322;261308;2;340.0;1216.0;1
5323;261310;3;220.0;1236.0;2
5324;261303;3;160.0;534.0;1
5326;391382;2;540.0;1503.0;2
5327;391377;3;240.0;467.00000000000006;2
5328;391381;3;300.0;1902.0000000000002;1
5329;391388;2;260.0;1642.0;2
5330;391379;3;200.0;2356.0;1
5331;391384;3;180.0;757.0;2
5332;259686;3;180.0;303.0;2
5333;259688;2;80.0;259.0;1
5334;259693;3;100.0;978.0000000000001;2
5336;391417;2;340.0;1121.0;1
5337;391405;2;140.0;1060.0;2
5338;391411;2;160.0;354.0;1
5339;391412;2;100.0;307.0;1
5340;261353;3;120.0;611.0;2
5343;261346;3;220.0;1110.0;2
5344;258285;2;60.0;141.0;1
5345;258280;3;100.0;1209.0;2
5346;258290;2;240.0;1480.0;2
5347;261506;2;120.0;1316.0;1
5348;261504;2;560.0;1036.0;2
5349;261499;2;180.0;320.0;2
5350;261500;2;160.0;184.0;1
5351;416175;3;240.0;1077.0;2
5352;416180;2;180.0;641.0;1
5355;416173;2;480.0;811.0;1
5356;416168;2;220.0;321.0;1
5357;416178;3;180.0;1628.0;2
5358;416171;2;320.0;1604.0;1
5359;416170;2;120.0;1371.0;1
5361;416154;3;240.0;1077.0;2
5363;416161;2;160.0;1317.0;1
5364;416156;2;220.0;782.0;1
5365;383764;3;200.0;1052.0;2
5366;383759;2;260.0;2537.0;1
5368;383758;2;180.0;3904.0000000000005;1
5370;383762;2;300.0;687.0;1
5371;383768;2;220.0;927.0000000000001;2
5372;383757;3;240.0;4300.0;3
5373;383761;2;120.0;748.0;1
5375;383760;2;300.0;803.0;1
5376;383769;2;120.0;856.0;1
5377;258272;3;180.0;540.0;2
5379;258265;3;180.0;749.0;3
5383;261745;3;180.0;2006.0000000000002;2
5385;261738;3;100.0;2835.0;2
5386;261739;2;340.0;822.0;1
5387;261740;2;220.0;1560.0;2
5389;261726;2;300.0;1406.0;1
5391;261724;3;320.0;1770.0;4
5392;261731;2;160.0;625.0;1
5393;259662;2;100.0;354.0;1
5395;259660;2;360.0;818.0;1
5396;259665;2;140.0;246.00000000000003;1
5400;259672;3;140.0;3369.0;3
5401;259679;3;80.0;238.00000000000003;1
5402;259684;3;140.0;1832.0000000000002;3
5403;259675;3;200.0;3561.0;3
5404;259674;3;1200.0;2714.0;3
5406;259683;3;240.0;1410.0;2
5407;258729;2;240.0;890.0;1
5408;258734;3;140.0;810.0;2
5409;396613;3;420.0;1362.0;1
5410;396612;3;160.0;1138.0;1
5411;396610;3;280.0;1839.0000000000002;1
5412;396609;3;260.0;1343.0;1
5413;396619;2;420.0;1671.0;1
5414;396608;3;260.0;1980.0000000000002;2
5415;396611;3;200.0;1239.0;1
5416;396615;3;260.0;2265.0;4
5421;260809;2;740.0;1868.0000000000002;1
5423;260813;3;900.0;1995.0000000000002;3
5424;260817;3;500.0;1982.0000000000002;3
5427;260673;2;560.0;3534.0;1
5460;269047;2;240.0;2052.0;1
5461;269048;2;540.0;1828.0000000000002;1
5463;269097;2;60.0;79227.0;1
5464;269098;2;200.0;78905.0;1
5465;269099;2;80.0;78725.0;1
5466;269186;2;260.0;3811.0000000000005;1
5467;269185;2;40.0;3671.0000000000005;1
5468;267334;2;1140.0;8720.0;1
5469;267325;2;500.0;11643.0;1
5470;267146;2;1640.0;11269.0;1
5471;267374;2;540.0;4604.0;1
5472;267145;2;1380.0;21322.0;2
5473;267329;3;360.0;13382.0;1
5474;267144;2;940.0;5927.0;1
5475;267169;3;720.0;1691.0;2
5478;263841;2;260.0;868.0;1
5479;270730;2;260.0;63068.00000000001;1
5480;270745;2;540.0;72204.0;1
5481;270746;2;300.0;71762.0;1
5482;270734;2;140.0;397.0;1
5485;270343;3;320.0;140684.0;1
5487;265528;2;160.0;140493.0;2
5488;270345;2;440.0;140131.0;1
5489;270346;2;180.0;140211.0;1
5491;268347;2;140.0;63483.00000000001;1
5494;267868;2;340.0;46877.0;1
5495;268765;2;120.0;47669.0;1
5496;267870;2;580.0;53419.0;1
5498;267869;2;460.0;50166.0;1
5499;268766;2;240.0;64142.00000000001;1
5500;268762;2;80.0;47049.0;1
5501;268763;2;120.0;47370.0;1
5502;269126;2;100.0;632.0;1
5504;268825;2;420.0;2217.0;1
5505;268339;3;400.0;67249.0;2
5506;268341;3;700.0;67909.0;2
5507;268340;3;100.0;9931.0;2
5510;270753;2;360.0;56294.0;1
5511;270752;2;140.0;55951.0;1
5512;270758;2;140.0;55854.0;1
5513;266332;3;460.0;352711.0;2
5514;266331;2;120.0;281098.0;1
5515;266330;2;240.0;281058.0;1
5516;266329;2;100.0;281318.0;1
5517;260109;2;280.0;1369.0;1
5518;260108;2;80.0;1319.0;1
5527;269068;2;360.0;162893.0;1
5529;269067;2;540.0;163333.0;1
5531;270702;2;280.0;64746.00000000001;1
5533;270704;2;60.0;64766.00000000001;1
5534;266291;2;360.0;229264.0;1
5535;266289;2;320.0;229771.0;1
5536;266290;2;400.0;44657.0;1
5537;266292;3;480.0;86451.0;2
5538;266293;2;220.0;228737.0;1
5540;265717;2;280.0;326501.0;2
5541;265714;2;220.0;1878.0000000000002;1
5543;265723;2;420.0;326248.0;1
5544;266350;3;200.0;18057.0;2
5546;268406;2;160.0;51008.0;1
5547;267149;2;340.0;67284.0;2
5548;267143;2;140.0;57889.0;1
5549;267194;2;300.0;67023.0;2
5550;266376;2;540.0;193069.0;1
5551;266609;2;420.0;198105.0;2
5552;266624;2;500.0;196290.0;1
5553;266628;2;100.0;196010.0;1
5554;266525;2;280.0;196830.0;1
5558;264912;2;480.0;5886.0;1
5561;268160;2;240.0;68564.0;2
5562;266302;3;60.0;122044.00000000001;2
5563;266301;3;280.0;189214.0;3
5564;270364;2;580.0;146743.0;1
5565;270365;2;460.0;146643.0;1
5566;270359;2;320.0;513.0;1
5567;270363;2;220.0;146623.0;1
5568;270370;2;460.0;145653.0;1
5569;270360;3;320.0;6333.0;2
5570;270361;3;380.0;6151.0;2
5571;270762;2;540.0;68028.0;1
5572;270747;3;1400.0;71365.0;3
5573;270728;3;440.0;71632.0;3
5574;270777;2;400.0;65861.0;1
5575;270793;4;520.0;56765.0;3
5577;267368;2;420.0;561659.0;1
5578;267096;2;540.0;3729.0000000000005;1
5580;267893;2;360.0;304966.0;1
5581;270146;2;420.0;1147.0;1
5583;270670;3;540.0;96915.0;1
5584;270672;2;560.0;96536.0;1
5585;270675;2;500.0;96036.0;1
5586;270802;2;280.0;53474.0;1
5587;267895;2;340.0;1190.0;1
5588;267890;2;220.0;2850.0;1
5594;265823;2;300.0;58811.00000000001;1
5595;267944;2;400.0;15246.000000000002;1
5597;267498;2;560.0;1893.0000000000002;1
5598;267499;2;300.0;651.0;1
5600;270781;2;120.0;2697.0;1
5601;268736;2;240.0;38076.0;1
5602;268737;2;440.0;38936.0;1
5603;268735;2;320.0;271176.0;2
5604;270782;2;360.0;2698.0;1
5605;267913;2;160.0;261057.00000000003;1
5606;267912;3;460.0;288269.0;1
5607;267914;3;1220.0;288430.0;3
5609;378095;2;1520.0;441666.0;2
5610;393625;2;520.0;53089.0;2
5618;432623;2;1360.0;90762.0;1
5619;432508;2;1140.0;99575.0;1
5623;434572;2;600.0;32114.000000000004;4
5626;397020;2;1820.0;21191.0;1
5627;397069;2;740.0;18134.0;1
5628;397342;2;60.0;492661.00000000006;1
5630;429965;2;620.0;196591.0;1
5635;394891;2;1720.0;359097.0;1
5643;427473;2;220.0;329918.0;1
5647;428781;2;680.0;2737.0;1
5649;427471;2;760.0;330739.0;1
5650;395261;2;1780.0;14446.0;1
5654;427726;2;1540.0;201769.0;1
5657;435642;2;720.0;2343.0;1
5658;435612;2;540.0;2363.0;1
5663;391077;2;1400.0;386606.0;2
5668;429984;2;1080.0;6706.0;1
5678;409769;2;1660.0;267335.0;3
5682;427153;2;900.0;23183.0;1
5683;395253;2;540.0;99901.0;1
5685;397301;2;140.0;180848.0;2
5690;458837;2;220.0;174533.0;1
5695;473871;2;160.0;546787.0;1
5697;473879;3;580.0;521737.00000000006;2
5698;473876;2;460.0;538988.0;4
5699;473867;2;500.0;533213.0;2
5701;476512;2;240.0;3283.0;1
5702;475012;2;740.0;272104.0;1
5703;476226;2;500.0;52611.0;1
5704;475069;2;1340.0;329958.0;2
5705;474995;3;1120.0;278297.0;1
5706;475068;2;820.0;329819.0;2
5707;476295;2;560.0;44314.0;1
5708;475067;2;300.0;329778.0;2
5709;476195;2;380.0;55191.0;1
5710;476185;2;660.0;55900.0;1
5711;475064;2;460.0;331140.0;1
5722;475646;3;660.0;195875.0;2
5725;475407;3;520.0;214632.0;2
5728;474079;2;160.0;530036.0;1
5729;475607;2;1860.0;200458.0;1
5731;473426;3;1960.0;546005.0;4
5732;474584;2;180.0;117513.00000000001;1
5735;473377;2;160.0;1233.0;1
5738;476176;2;560.0;8692.0;4
5739;476136;2;180.0;543.0;1
5742;474504;2;180.0;77767.0;1
5743;474498;2;1440.0;3323.0;1
5745;474077;2;220.0;389391.0;1
5752;477217;3;320.0;75034.0;5
5753;477215;2;240.0;641.0;1
5757;475904;2;400.0;81932.0;1
5760;473183;3;640.0;556899.0;2
5761;473182;3;140.0;468514.00000000006;2
5762;473212;4;1660.0;570174.0;6
5764;473185;2;1180.0;552663.0;1
5769;476121;2;540.0;6803.0;1
5773;474037;3;380.0;532257.0;4
5774;471235;3;2100.0;569331.0;3
5775;474437;2;940.0;92422.0;1
5777;471255;2;700.0;559754.0;3
5778;471159;2;760.0;614413.0;2
5779;471197;3;740.0;605334.0;4
5780;474433;2;820.0;93421.0;1
5783;471156;2;1020.0;437108.0;3
5784;471253;2;980.0;560675.0;3
5785;471147;4;900.0;608608.0;6
5786;475084;2;340.0;193810.0;1
5788;474855;4;960.0;338235.0;4
5789;474836;3;440.0;208098.0;2
5792;474955;2;360.0;207581.0;1
5793;474860;2;1400.0;358151.0;1
5794;475178;3;1240.0;240810.00000000003;2
5795;474847;3;240.0;82238.0;1
5797;475788;3;580.0;161559.0;3
5799;476103;2;340.0;16568.0;1
5800;474829;3;460.0;209032.0;1
5802;475789;4;380.0;158510.0;3
5805;475080;3;300.0;193206.0;2
5806;474858;3;1260.0;358114.0;5
5807;474848;4;260.0;203561.0;1
5811;473317;4;1480.0;478245.00000000006;4
5812;474840;3;760.0;205155.0;1
5813;476111;2;700.0;23473.0;2
5814;475875;2;180.0;9691.0;1
5817;476232;2;520.0;48881.0;1
5818;476330;2;80.0;38169.0;1
5820;475057;2;1560.0;332826.0;1
5821;475136;2;760.0;317826.0;1
5824;475055;2;380.0;306504.0;1
5825;475008;2;1220.0;309122.0;1
5826;474869;3;1000.0;402919.0;2
5827;474870;3;1680.0;367505.0;2
5828;474915;2;480.0;363430.0;1
5829;475058;2;660.0;311787.0;1
5830;475093;2;960.0;304936.0;1
5832;475092;2;400.0;303753.0;1
5833;474914;2;700.0;363755.0;1
5834;474992;2;1120.0;312623.0;1
5835;475128;2;920.0;319324.0;1
5836;475237;3;2020.0;304617.0;4
5837;474990;2;740.0;312823.0;3
5838;475065;2;800.0;310542.0;1
5841;474957;2;200.0;282861.0;1
5842;474972;2;460.0;279893.0;1
5844;474951;2;200.0;285074.0;1
5845;476146;2;380.0;2244.0;1
5846;475878;2;240.0;83400.0;1
5847;474066;2;1160.0;98224.0;2
5848;472442;2;360.0;356147.0;1
5849;472451;3;640.0;363525.0;3
5850;472469;3;480.0;434026.0;2
5851;472434;2;260.0;432578.0;1
5853;474465;2;1920.0;56078.0;1
5854;474761;2;420.0;5227.0;1
5856;473400;3;1000.0;470402.00000000006;3
5857;473401;3;1200.0;477559.00000000006;3
5858;474903;2;240.0;253802.00000000003;1
5859;474896;2;180.0;263237.0;1
5861;473461;2;380.0;463716.0;1
5862;475975;3;560.0;5010.0;2
5863;474894;2;500.0;264429.0;1
5865;474895;2;980.0;264260.0;1
5867;474874;3;520.0;350825.0;2
5870;474904;2;200.0;261089.00000000003;1
5871;474888;2;1000.0;258288.00000000003;1
5874;473398;4;1260.0;558429.0;3
5880;466988;2;600.0;140891.0;1
5885;474142;4;640.0;481147.00000000006;4
5889;474148;3;1100.0;473926.00000000006;2
5891;474136;4;1520.0;504532.00000000006;4
5895;474147;3;760.0;487466.00000000006;2
5896;473163;4;580.0;531421.0;2
5897;473316;2;560.0;551188.0;1
5901;473321;2;520.0;523215.00000000006;2
5905;475753;3;940.0;16520.0;2
5913;474276;2;420.0;463507.0;2
5918;474298;2;620.0;358543.0;1
5924;475843;2;1220.0;207809.0;1
5925;476183;2;380.0;28537.0;1
5926;475135;4;1160.0;252337.00000000003;3
5927;476551;3;1000.0;216726.0;2
5928;475837;4;1500.0;216195.0;4
5929;475808;3;980.0;221605.0;3
5931;473371;2;1040.0;524007.00000000006;1
5934;473389;2;1300.0;24411.0;1
5936;473153;2;360.0;386168.0;1
5938;473157;2;1800.0;543257.0;1
5939;473307;3;740.0;540448.0;1
5940;466333;2;280.0;227123.0;1
5942;466304;2;480.0;231898.0;1
5943;466306;2;1080.0;230474.0;1
5944;466331;2;640.0;227242.0;1
5946;474137;2;1000.0;396479.0;2
5948;473492;2;2000.0;433336.0;2
5949;466326;2;560.0;229204.0;1
5951;472661;2;320.0;28776.0;2
5952;472668;2;500.0;91764.0;2
5957;477333;3;1920.0;78057.0;3
5959;477433;2;600.0;39708.0;2
5960;477435;2;200.0;7430.000000000001;1
5962;474131;3;1260.0;514581.00000000006;3
5963;472848;3;860.0;620403.0;1
5965;473478;3;1180.0;550373.0;2
5969;472846;2;440.0;621355.0;1
5971;474118;3;620.0;512599.00000000006;1
5974;471571;2;580.0;547052.0;2
5975;475867;2;540.0;76043.0;1
5977;472597;2;180.0;642507.0;2
5981;467471;2;1020.0;93509.0;1
5983;476242;3;780.0;89931.0;3
5984;471614;2;780.0;3352.0;1
5990;475773;3;1560.0;150864.0;2
5993;472881;2;160.0;269072.0;1
5994;475841;3;440.0;123819.00000000001;2
5995;475833;3;300.0;129387.00000000001;2
5996;475844;2;100.0;35939.0;1
5998;472879;3;140.0;85695.0;1
5999;475800;3;480.0;140892.0;2
6001;472878;4;500.0;588029.0;3
6002;475845;3;280.0;122750.00000000001;1
6004;475970;3;1160.0;57370.0;2
6005;475835;3;340.0;125839.00000000001;2
6006;475834;3;420.0;126244.00000000001;2
6007;474693;2;280.0;1908.0000000000002;2
6008;474677;4;580.0;5960.0;4
6009;475917;2;1020.0;83707.0;1
6010;474741;2;640.0;277440.0;1
6011;474705;4;900.0;268467.0;4
6012;474691;3;260.0;1910.0000000000002;2
6013;474740;2;160.0;727.0;2
6014;476313;2;120.0;246161.00000000003;1
6016;476051;2;1280.0;288806.0;2
6018;476047;2;240.0;283606.0;1
6019;473557;4;640.0;385245.0;3
6020;473487;4;680.0;3997.0000000000005;3
6025;473558;2;880.0;369442.0;3
6026;472669;2;560.0;365388.0;2
6027;472958;2;560.0;271361.0;2
6031;472331;2;260.0;514075.00000000006;1
6032;472329;2;520.0;521861.00000000006;1
6033;476332;3;380.0;37559.0;2
6036;473966;3;960.0;586324.0;6
6037;473948;2;1000.0;515837.00000000006;2
6038;473967;3;740.0;585454.0;3
6039;474285;2;920.0;375049.0;2
6040;474190;2;620.0;388035.0;1
6041;467730;2;60.0;75081.0;1
6043;471043;2;60.0;516586.00000000006;1
6046;467727;2;120.0;89159.0;1
6053;471145;2;500.0;581769.0;1
6054;471414;2;740.0;526923.0;1
6060;473555;2;1540.0;298446.0;2
6061;473532;2;2060.0;295226.0;1
6063;473538;3;1320.0;271595.0;1
6068;466903;2;620.0;21645.0;1
6096;473541;2;360.0;209669.0;1
6097;473770;3;760.0;279907.0;2
6099;475522;2;860.0;79965.0;1
6100;475547;2;460.0;86734.0;1
6102;475923;2;480.0;11309.0;1
6103;475582;2;480.0;113609.0;2
6104;475928;2;180.0;10918.0;1
6106;475937;2;120.0;10823.0;1
6108;474021;3;1000.0;12034.0;2
6109;474098;2;1820.0;146664.0;3
6110;474419;3;840.0;74042.0;3
6111;474328;2;600.0;33352.0;1
6114;474330;2;760.0;33358.0;1
6115;474376;2;460.0;70486.0;2
6116;474087;2;660.0;147973.0;1
6119;475943;2;420.0;94657.0;1
