;id_labdoc;n_users;durée_écriture;plage_travail;passage_main
6120;475921;2;1620.0;97610.0;3
6121;475886;2;1420.0;106904.0;1
6123;475944;2;500.0;94708.0;1
6124;473173;2;420.0;562742.0;1
6125;473154;2;440.0;563230.0;1
6127;476012;2;1180.0;312030.0;2
6128;472761;2;1180.0;103141.0;1
6129;473834;2;800.0;2881.0;1
6130;472755;2;560.0;107205.0;1
6132;473858;2;600.0;2179.0;1
6135;473560;2;580.0;543563.0;1
6136;475799;4;1020.0;174405.0;5
6138;476002;2;420.0;81018.0;1
6140;474775;3;300.0;326625.0;2
6148;471415;2;240.0;7213.0;2
6151;471539;2;560.0;1105.0;1
6154;471489;3;340.0;540812.0;3
6159;477434;2;520.0;30690.000000000004;1
6160;476225;2;420.0;7214.0;1
6170;474331;2;2080.0;162931.0;5
6171;474655;3;600.0;74575.0;2
6172;474332;2;240.0;89266.0;1
6174;472047;2;860.0;197623.0;1
6176;473566;2;1180.0;294220.0;2
6178;472023;2;820.0;575566.0;1
6197;301619;2;80.0;3291.0;1
6201;304734;3;400.0;77826.0;3
6209;301601;2;100.0;157266.0;1
6218;459507;2;1280.0;90458.0;5
6219;459508;2;580.0;89671.0;1
6220;459509;2;520.0;5265.0;1
6221;459510;2;600.0;3415.0;1
6223;441869;2;1280.0;90614.0;1
6226;429742;2;1100.0;114016.0;3
6227;441835;2;560.0;109970.0;4
6229;429741;2;420.0;6324.0;2
6230;429748;2;840.0;2638.0;1
6231;441800;2;560.0;6433.0;1
6234;429737;2;1160.0;120511.00000000001;3
6235;429747;2;700.0;5318.0;1
6236;429915;2;1260.0;184784.0;2
6249;268790;2;1280.0;18835.0;2
6252;270770;2;680.0;15585.000000000002;1
6254;455782;2;120.0;5365.0;1
6256;455780;2;380.0;6194.0;1
6257;456059;2;220.0;10195.0;1
6260;455787;2;500.0;9119.0;1
6261;429730;2;200.0;543847.0;1
6262;429733;2;220.0;9679.0;1
6263;436584;2;200.0;350033.0;1
6265;429727;2;280.0;549108.0;1
6266;436585;2;200.0;349800.0;1
6267;436595;2;320.0;349298.0;1
6268;429725;2;300.0;549338.0;1
6276;269904;2;1180.0;359057.0;1
6278;268039;2;1040.0;419199.0;2
6279;271347;2;560.0;89516.0;1
6281;268046;2;1380.0;167338.0;1
6282;268045;2;700.0;165357.0;1
6284;269777;2;680.0;363387.0;2
6287;438804;2;680.0;521192.00000000006;1
6288;441061;2;520.0;276513.0;1
6289;268932;2;840.0;452698.0;1
6290;455039;2;500.0;3301.0;2
6291;455031;2;980.0;2137.0;1
6292;464204;2;1580.0;75458.0;4
6293;455038;2;580.0;81493.0;1
6294;455033;2;220.0;916.0000000000001;1
6295;455040;2;560.0;2372.0;1
6296;455032;2;240.0;664.0;1
6297;455037;2;380.0;843.0;1
6298;464203;2;220.0;66392.0;1
6299;455036;2;480.0;2384.0;1
6300;464167;2;440.0;3049.0;1
6302;266505;2;500.0;4443.0;2
6303;271767;2;160.0;99620.0;1
6310;268901;2;740.0;16412.0;1
6312;268965;2;120.0;7903.000000000001;1
6313;268892;2;960.0;295523.0;1
6315;429925;2;840.0;98769.0;1
6318;441169;2;580.0;83947.0;1
6319;429928;2;820.0;17517.0;1
6320;429931;2;160.0;94184.0;1
6321;429929;2;180.0;12034.0;1
6323;464504;2;460.0;1026.0;1
6325;464091;2;220.0;106162.0;2
6326;455694;2;460.0;929.0000000000001;1
6327;265180;2;260.0;262796.0;2
6328;272161;2;1340.0;167361.0;2
6330;271772;2;560.0;264755.0;2
6331;272397;2;920.0;26943.0;2
6333;270701;2;1220.0;350279.0;1
6334;268368;2;440.0;344580.0;1
6335;270732;2;720.0;349503.0;1
6339;267775;2;120.0;3400.0;1
6340;267774;2;140.0;3362.0;1
6342;267772;2;80.0;3422.0;1
6344;266086;2;380.0;165921.0;1
6345;268956;2;1580.0;423558.0;3
6348;270807;2;1000.0;247260.00000000003;1
6349;268873;2;600.0;637899.0;1
6356;268876;2;380.0;540284.0;1
6358;268877;2;1240.0;437804.0;6
6362;267753;2;200.0;1543.0;1
6363;272454;2;860.0;1428.0;1
6364;272270;2;680.0;94458.0;1
6366;455929;2;300.0;434574.0;1
6370;268698;2;160.0;10943.0;1
6371;268699;2;540.0;11543.0;1
6372;268700;2;440.0;15753.000000000002;2
6373;268941;2;1320.0;75569.0;1
6376;268942;2;700.0;65408.00000000001;1
6378;268547;2;2040.0;592287.0;1
6379;268546;2;640.0;597848.0;1
6381;268543;2;860.0;602388.0;1
6383;268917;2;400.0;81601.0;1
6384;268550;2;1600.0;575087.0;1
6387;429905;2;360.0;360755.0;1
6388;429890;2;260.0;529055.0;1
6390;273786;3;1900.0;207937.0;6
6391;273950;2;520.0;2361.0;4
6394;316378;2;480.0;617421.0;2
6401;317668;2;320.0;104606.0;2
6404;317662;2;220.0;78577.0;1
6406;317666;2;420.0;14692.000000000002;1
6408;317665;2;940.0;139024.0;3
6409;317664;2;200.0;147431.0;1
6411;329835;2;120.0;80772.0;1
6422;315996;2;80.0;491279.00000000006;1
6430;316925;2;660.0;529351.0;1
6433;316922;2;860.0;615350.0;2
6434;319705;2;460.0;9459.0;1
6435;319699;2;180.0;7249.0;1
6436;319704;2;460.0;87710.0;1
6437;319702;2;600.0;4619.0;1
6439;319701;2;640.0;7836.000000000001;1
6440;319694;2;220.0;109680.0;2
6441;319700;2;200.0;9200.0;1
6442;316946;2;120.0;13497.0;1
6443;316947;2;960.0;13417.0;3
6444;316945;2;440.0;13681.0;1
6445;316944;2;240.0;15073.000000000002;3
6446;316954;2;140.0;6978.0;1
6447;316953;2;180.0;12622.0;1
6451;316065;2;560.0;275035.0;1
6452;316064;2;900.0;501398.00000000006;2
6454;316061;2;960.0;90925.0;1
6455;316060;2;440.0;169796.0;1
6456;316070;2;1300.0;502361.00000000006;2
6457;316069;2;320.0;257305.00000000003;1
6460;317332;2;100.0;105881.0;1
6468;316286;2;160.0;41799.0;1
6469;316287;2;280.0;159944.0;1
6471;316283;2;140.0;653839.0;1
6473;316288;2;200.0;45776.0;1
6479;315917;2;740.0;148021.0;1
6480;315921;2;460.0;143924.0;1
6481;315920;2;240.0;148719.0;3
6482;315916;2;620.0;149108.0;3
6485;315915;2;320.0;148926.0;1
6487;315919;2;80.0;8915.0;1
6488;315918;2;780.0;149462.0;2
6489;315913;2;380.0;149848.0;3
6490;315925;2;240.0;22424.0;2
6491;315924;2;260.0;138669.0;1
6492;317531;2;620.0;654910.0;3
6494;317530;2;680.0;656819.0;1
6495;317532;2;260.0;626532.0;1
6496;317526;2;940.0;610112.0;2
6497;325880;2;580.0;7624.000000000001;1
6499;325883;2;340.0;71935.0;2
6500;325887;2;260.0;72364.0;2
6501;325886;2;260.0;24598.0;1
6502;325884;2;600.0;80609.0;1
6503;325879;2;600.0;90699.0;3
6504;325878;2;460.0;2843.0;1
6507;320306;2;600.0;11739.0;1
6509;320304;2;480.0;54405.0;1
6510;320301;2;420.0;7551.000000000001;1
6512;320309;2;200.0;52048.0;2
6513;320302;2;600.0;55619.0;4
6519;327240;2;680.0;71857.0;1
6520;327241;2;980.0;85798.0;1
6524;327246;2;260.0;74741.0;1
6526;327506;2;1520.0;350659.0;1
6527;327507;2;440.0;76728.0;1
6529;327503;2;580.0;80078.0;1
6530;327513;2;260.0;76656.0;1
6532;327509;2;740.0;325520.0;1
6533;327510;2;120.0;76298.0;1
6534;319547;2;680.0;197528.0;1
6535;319548;2;1560.0;193163.0;1
6536;325917;2;160.0;501148.00000000006;1
6537;325919;2;620.0;12632.0;1
6538;319052;2;420.0;240164.00000000003;1
6539;319059;2;220.0;81502.0;1
6540;319058;2;720.0;148609.0;2
6541;319051;2;560.0;33659.0;1
6542;319054;2;700.0;99668.0;3
6543;319061;2;280.0;1009.0000000000001;1
6544;319060;2;500.0;62986.00000000001;2
6550;326076;2;380.0;276577.0;1
6556;315891;2;380.0;266539.0;2
6559;315889;2;260.0;61462.00000000001;1
6561;315890;2;820.0;135186.0;2
6564;315859;2;440.0;493483.00000000006;3
6565;315858;2;300.0;493959.00000000006;1
6566;315853;2;400.0;65461.00000000001;3
6568;315857;2;1320.0;595646.0;2
6571;315785;2;400.0;269775.0;1
6572;315784;2;240.0;241800.00000000003;1
6573;315794;2;260.0;265873.0;1
6574;315786;2;260.0;243436.00000000003;1
6575;315787;2;740.0;231123.0;3
6576;315793;2;240.0;240824.00000000003;1
6577;315788;2;480.0;101039.0;1
6582;325970;2;700.0;351333.0;1
6583;325968;2;480.0;654216.0;1
6584;325971;2;340.0;17269.0;1
6587;315812;2;440.0;16964.0;2
6590;315811;2;700.0;23861.0;1
6591;315808;2;220.0;252890.00000000003;2
6592;325686;2;560.0;3454.0;1
6594;315877;2;300.0;13320.0;1
6605;319797;2;800.0;242324.00000000003;1
6607;293779;2;1620.0;447209.0;2
6608;293791;2;760.0;445520.0;1
6609;294343;2;1040.0;2453.0;2
6612;294362;2;1220.0;170132.0;2
6613;294336;2;1540.0;13239.0;7
6617;294609;2;180.0;739.0;1
6620;294605;2;880.0;2776.0;1
6621;294600;2;1020.0;2265.0;6
6622;293418;2;620.0;3870.0000000000005;2
6623;282879;2;1320.0;13926.0;3
6624;282884;2;380.0;4493.0;1
6626;281843;2;880.0;5757.0;2
6627;281594;2;1400.0;13248.0;2
6628;281597;2;480.0;6195.0;1
6630;281972;2;120.0;154851.0;1
6631;281560;2;540.0;5466.0;1
6632;281557;2;520.0;5676.0;2
6633;281552;2;760.0;82612.0;1
6637;281939;2;300.0;3335.0;2
6638;281620;2;360.0;3343.0;1
6640;281615;2;560.0;3320.0;2
6641;281612;2;700.0;10758.0;3
6643;281759;2;820.0;5517.0;1
6644;281756;2;940.0;6599.0;5
6649;282931;2;640.0;3817.0000000000005;2
6650;282943;2;200.0;555.0;1
6651;281902;2;840.0;6187.0;2
6653;245369;2;460.0;169153.0;1
6655;336409;2;900.0;60420.00000000001;1
6656;362547;2;280.0;1948.0000000000002;1
6657;362823;2;220.0;1483.0;2
6659;331548;2;160.0;6908.0;1
6660;331174;2;520.0;20434.0;1
6661;366234;2;980.0;3665.0000000000005;1
6662;352434;2;640.0;3236.0;1
6663;352661;2;540.0;2473.0;2
6664;366335;2;1320.0;2779.0;4
6668;355674;2;840.0;5163.0;4
6669;359955;2;440.0;671.0;1
6670;369102;2;780.0;19588.0;1
6672;362549;2;1180.0;3781.0000000000005;1
6674;365572;2;640.0;3197.0;2
6675;364670;2;120.0;4035.0000000000005;1
6680;352441;2;920.0;2396.0;1
6681;354435;2;440.0;7580.000000000001;1
6683;364607;2;340.0;1941.0000000000002;1
6684;371915;2;160.0;5987.0;1
6685;371883;2;320.0;3363.0;2
6686;447669;2;1020.0;284008.0;2
6687;447671;2;700.0;371821.0;3
6689;447672;2;480.0;252393.00000000003;2
6690;447676;2;900.0;116501.0;1
6691;447675;2;1680.0;117155.00000000001;1
6695;456001;2;1320.0;385206.0;2
6696;456014;2;1120.0;29019.0;6
6697;445846;2;420.0;284445.0;1
6700;445815;2;660.0;89587.0;1
6701;445812;2;560.0;199548.0;1
6702;445813;2;940.0;204110.0;1
6704;427990;3;480.0;171067.0;3
6705;427988;3;220.0;167061.0;1
6706;427993;2;200.0;181838.0;1
6707;427987;3;1420.0;168635.0;7
6709;427994;2;120.0;20664.0;1
6710;427985;3;320.0;182222.0;3
6711;429659;2;260.0;60043.00000000001;1
6712;429664;2;840.0;1509.0;1
6713;429661;2;900.0;3762.0000000000005;5
6715;429662;2;320.0;1940.0000000000002;2
6717;429969;2;580.0;2309.0;1
6719;428068;2;660.0;158855.0;2
6720;428094;2;220.0;158381.0;2
6721;428018;3;360.0;3709.0000000000005;2
6723;428015;2;280.0;158461.0;2
6724;428017;3;1220.0;3576.0;5
6725;428016;2;540.0;158791.0;1
6726;428765;2;1100.0;2499.0;4
6727;429693;3;960.0;50936.0;4
6728;429688;3;180.0;56649.0;2
6729;429691;2;760.0;13834.0;1
6730;429690;3;960.0;13958.0;5
6732;429719;4;760.0;51580.0;3
6736;383984;2;1020.0;9407.0;2
6739;417880;2;840.0;12773.0;2
6742;417878;2;1100.0;13601.0;4
6743;383682;2;560.0;9860.0;1
6744;383684;2;880.0;34264.0;1
6745;383679;2;740.0;23569.0;1
6746;383785;2;1000.0;44194.0;2
6748;431043;2;1640.0;6242.0;2
6749;395884;2;400.0;3782.0000000000005;1
6750;395880;2;560.0;9110.0;1
6751;436171;2;1140.0;35015.0;3
6752;436170;2;1160.0;7366.000000000001;2
6753;390400;2;820.0;50947.0;1
6756;390402;2;1560.0;42194.0;1
6757;390404;2;1400.0;42334.0;1
6758;435739;2;800.0;20917.0;2
6761;417852;2;640.0;28091.0;1
6762;417854;2;420.0;2542.0;1
6763;417855;2;100.0;18020.0;1
6764;417856;2;860.0;15758.000000000002;1
6765;428881;2;740.0;25182.0;1
6766;428877;2;520.0;20255.0;1
6767;428882;2;1220.0;22529.0;4
6769;428878;2;740.0;31264.000000000004;1
6770;430934;2;1100.0;37893.0;3
6773;430930;2;1160.0;46526.0;2
6775;395479;2;380.0;21829.0;3
6776;395480;3;660.0;20937.0;4
6778;424591;2;400.0;36983.0;2
6779;424588;2;260.0;13048.0;1
6780;424589;2;1160.0;39692.0;1
6783;424593;2;1100.0;10462.0;1
6784;311434;2;240.0;6958.0;1
6786;316640;2;280.0;3186.0;1
6797;317230;2;1780.0;7867.000000000001;1
6800;312033;2;760.0;59686.00000000001;2
6801;317133;2;480.0;19412.0;1
6803;309409;2;400.0;432595.0;2
6805;316143;3;1780.0;95730.0;4
6806;311436;2;1420.0;143648.0;2
6808;311963;2;380.0;3795.0000000000005;2
6809;311974;3;960.0;64379.00000000001;3
6814;311080;2;220.0;167785.0;2
6821;309401;2;560.0;358217.0;1
6824;312944;2;1160.0;608342.0;1
6828;316133;2;380.0;3881.0000000000005;2
6829;316136;2;460.0;73197.0;1
6833;309990;2;220.0;173952.0;2
6836;316202;3;1520.0;4582.0;3
6837;310493;2;820.0;180243.0;1
6839;310413;3;700.0;187033.0;2
6847;310495;2;720.0;179669.0;4
6848;317227;2;280.0;52617.0;1
6849;311786;2;200.0;67774.0;1
6850;311773;2;380.0;774.0;2
6852;317066;2;1200.0;65944.0;2
6854;311867;2;1320.0;417658.0;1
6855;316144;2;700.0;10532.0;4
6856;394600;2;1000.0;11754.0;2
6863;440565;2;440.0;16110.000000000002;1
6864;377830;4;640.0;237061.00000000003;3
6870;440911;2;1780.0;588313.0;1
6872;433262;2;760.0;4371.0;1
6874;427547;2;820.0;5528.0;1
6876;443637;2;860.0;22034.0;1
6878;433261;2;880.0;4956.0;2
6879;440912;3;240.0;596946.0;2
6880;443636;3;700.0;22276.0;2
6888;445151;2;580.0;268905.0;2
6891;377757;5;740.0;5755.0;7
6908;377769;4;560.0;2024.0000000000002;3
6921;433169;3;340.0;589467.0;1
6922;440965;3;480.0;5560.0;4
6924;443648;2;240.0;2092.0;1
6926;433170;4;600.0;591121.0;2
6927;443649;2;340.0;1879.0000000000002;1
6929;443650;2;340.0;2588.0;1
6930;440964;3;80.0;237.00000000000003;1
6933;440982;3;420.0;2638.0;3
6934;440966;4;1120.0;5797.0;6
6945;416460;2;1020.0;171308.0;3
6947;377823;5;760.0;600740.0;10
6948;433637;3;900.0;3615.0;2
6949;433094;2;200.0;4377.0;1
6952;432505;3;400.0;68102.0;3
6957;433569;2;220.0;5905.0;1
6964;432445;2;340.0;595899.0;2
6969;394646;2;300.0;3037.0;1
6972;443920;3;280.0;2154.0;2
6975;443928;3;740.0;5222.0;2
6995;433082;2;780.0;610609.0;3
7002;440980;3;160.0;503762.00000000006;1
7016;379979;6;1160.0;8010.000000000001;6
7022;394604;4;1400.0;242578.00000000003;6
7032;379183;4;920.0;2310.0;3
7033;394684;2;420.0;613434.0;2
7043;432302;2;740.0;83300.0;1
7056;433584;2;300.0;521.0;1
7062;433576;3;1000.0;175115.0;2
7066;394770;2;600.0;4831.0;2
7067;433593;2;440.0;612602.0;3
7070;440796;2;440.0;1475.0;2
7072;433084;2;680.0;499281.00000000006;1
7077;443881;2;360.0;2153.0;1
7079;433226;2;740.0;538145.0;3
7084;416464;2;200.0;2917.0;1
7088;440716;2;500.0;3326.0;1
7092;443882;2;520.0;3506.0;1
7102;433629;2;500.0;88284.0;1
7105;446627;2;1020.0;84412.0;2
7107;429270;2;1680.0;15202.000000000002;2
7108;429269;2;920.0;6866.0;1
7109;429271;2;1100.0;12065.0;1
7110;429273;3;1720.0;21834.0;5
7111;429272;3;640.0;6689.0;1
7112;429274;2;600.0;9624.0;2
7113;430806;2;520.0;5608.0;3
7114;442399;2;660.0;4540.0;1
7115;442398;2;660.0;35942.0;2
7116;442397;3;1720.0;34045.0;2
7118;417914;2;480.0;36464.0;1
7120;417917;2;960.0;33597.0;4
7121;417916;2;1440.0;31893.000000000004;2
7122;417919;2;840.0;24125.0;1
7124;381436;2;300.0;3872.0000000000005;1
7125;381435;2;860.0;3896.0000000000005;5
7126;381438;3;1960.0;32325.000000000004;10
7128;441789;2;1680.0;11045.0;1
7129;441791;2;680.0;6887.0;3
7131;435769;2;460.0;11300.0;1
7132;424557;2;960.0;49583.0;3
7133;424556;2;1780.0;57328.0;7
7135;424558;2;800.0;56375.0;3
7136;429653;2;1220.0;21578.0;4
7137;436466;2;560.0;8496.0;2
7139;436297;2;380.0;20218.0;2
7140;429655;2;880.0;12788.0;1
7141;438161;2;480.0;4920.0;1
7142;380695;2;580.0;5944.0;3
7143;380690;3;560.0;22573.0;3
7144;380691;3;2060.0;22300.0;3
7145;441203;2;940.0;8573.0;5
7146;441207;3;360.0;1872.0000000000002;3
7147;441206;2;680.0;7447.000000000001;3
7148;441588;2;1040.0;7464.000000000001;3
7149;417859;2;760.0;25005.0;1
7150;417858;3;1520.0;44954.0;11
7151;417862;2;780.0;18325.0;2
7153;417857;2;800.0;44840.0;2
7154;417860;2;860.0;22563.0;1
7155;380910;2;2080.0;20285.0;1
7156;380912;2;300.0;9213.0;1
7159;445109;2;880.0;598540.0;1
7162;445105;2;940.0;328098.0;3
7164;458824;2;1340.0;35276.0;1
7165;458818;2;1860.0;623671.0;4
7171;458377;2;1240.0;406591.0;4
7172;458376;2;1780.0;403434.0;3
7174;458374;2;1220.0;399882.0;3
7182;445180;2;600.0;272145.0;1
7183;458237;2;780.0;545443.0;4
7185;458235;2;1500.0;548079.0;6
7189;458233;2;1160.0;206584.0;2
7192;445866;2;1500.0;69107.0;1
7193;445864;2;1020.0;445019.0;2
7194;445861;2;1840.0;533205.0;2
7195;445863;2;900.0;605065.0;2
7200;458128;2;580.0;11541.0;2
7202;458125;2;640.0;437574.0;1
7203;458127;2;880.0;574053.0;3
7206;445251;2;620.0;203305.0;1
7208;445246;2;1060.0;30714.000000000004;1
7216;302666;3;780.0;83599.0;2
7217;302667;3;480.0;83560.0;2
7218;302665;3;600.0;86930.0;2
7220;302261;2;140.0;842.0;1
7221;301776;3;360.0;2954.0;2
7224;270843;2;220.0;254299.00000000003;1
7228;278051;2;180.0;189635.0;1
7229;278435;2;920.0;185661.0;1
7230;270847;2;900.0;176928.0;1
7232;278454;2;740.0;180788.0;1
7233;278624;2;240.0;21332.0;1
7234;278625;2;320.0;20372.0;1
7235;278627;2;320.0;88560.0;1
7236;278683;2;840.0;89780.0;2
7237;278623;2;840.0;20472.0;1
7238;279328;2;840.0;2941.0;2
7239;278721;2;560.0;71722.0;1
7240;279305;2;320.0;3646.0;1
7241;269613;2;1120.0;202141.0;1
7242;269611;2;140.0;201600.0;1
7243;269610;2;560.0;202160.0;1
7244;269609;2;820.0;202761.0;1
7245;271078;2;960.0;2759.0;1
7246;271069;2;580.0;5220.0;2
7247;269614;2;560.0;1858.0000000000002;1
7248;269616;2;1140.0;205844.0;1
7249;270733;2;600.0;95373.0;1
7250;445737;2;500.0;12819.0;1
7251;464754;2;240.0;614634.0;1
7252;466305;2;420.0;170748.0;1
7253;461332;2;240.0;573684.0;2
7257;464767;2;860.0;613503.0;1
7258;464487;2;640.0;47952.0;1
7259;274319;2;1480.0;84307.0;1
7260;272179;2;880.0;527738.0;2
7261;275530;2;1140.0;316497.0;1
7264;275541;2;380.0;315380.0;1
7265;275523;2;800.0;316901.0;1
7266;272177;2;400.0;331868.0;1
7270;280465;2;1040.0;10248.0;1
7271;277892;2;820.0;194618.0;1
7273;274583;2;620.0;278412.0;1
7274;465789;2;260.0;233137.0;4
7275;465790;2;1140.0;59835.00000000001;2
7277;269899;2;320.0;114623.0;1
7278;269876;2;520.0;112303.0;1
7283;444132;2;260.0;99089.0;1
7284;436941;2;580.0;7790.000000000001;2
7285;444160;2;260.0;101474.0;1
7286;436945;2;100.0;6986.0;2
7287;444221;2;240.0;88053.0;1
7288;444222;2;140.0;88226.0;1
7291;270911;2;1240.0;461982.0;1
7292;270905;2;1140.0;257152.00000000003;1
7293;270907;2;600.0;174730.0;1
7294;270903;2;1920.0;232594.0;4
7296;270908;2;1460.0;233175.0;4
7297;274006;2;80.0;4406.0;1
7298;274007;2;120.0;3976.0000000000005;1
7299;274002;2;820.0;10766.0;1
7300;274003;2;80.0;10836.0;1
7301;443971;2;260.0;259246.00000000003;1
7302;443234;2;1240.0;275188.0;1
7303;443986;2;420.0;273576.0;1
7304;445012;2;380.0;95971.0;1
7305;443232;2;180.0;82717.0;1
7307;443231;2;100.0;266436.0;2
7308;443990;2;160.0;257152.00000000003;1
7309;443230;2;280.0;83404.0;1
7310;443988;2;340.0;258163.00000000003;3
7312;466669;2;280.0;1394.0;1
7314;466622;2;140.0;7081.0;2
7316;466320;2;520.0;8045.000000000001;1
7317;466316;2;480.0;6983.0;1
7319;465897;2;420.0;178713.0;2
7322;443204;2;520.0;3414.0;1
7323;271076;2;400.0;59874.00000000001;1
7324;271072;2;960.0;96771.0;2
7325;271424;2;640.0;9049.0;3
7327;269037;2;180.0;6582.0;1
7329;271422;2;1780.0;5966.0;1
7331;271421;2;840.0;2911.0;1
7335;463452;2;160.0;2437.0;1
7337;459627;2;260.0;24608.0;1
7338;466577;2;240.0;10280.0;1
7339;466583;2;420.0;9589.0;1
7340;459626;2;360.0;25253.0;1
7341;459624;2;1280.0;73705.0;1
7342;466588;2;360.0;9453.0;1
7344;459629;2;580.0;17339.0;1
7345;466578;2;340.0;10148.0;1
7346;466556;2;400.0;11728.0;2
7347;466534;2;700.0;13982.0;1
7348;459628;2;1340.0;24344.0;1
7354;275138;2;380.0;26866.0;1
7357;464040;2;340.0;95301.0;1
7359;282318;2;500.0;2764.0;1
7361;282197;2;520.0;15557.000000000002;1
7362;282196;2;580.0;11917.0;1
7363;282195;2;640.0;12636.0;1
7366;282417;3;520.0;12577.0;1
7370;282418;3;460.0;11249.0;2
7374;290698;2;600.0;12908.0;1
7382;291194;2;860.0;172655.0;1
7383;291195;3;620.0;171210.0;3
7384;291197;3;440.0;170273.0;2
7385;291196;3;440.0;170502.0;2
7386;291201;3;820.0;169361.0;2
7387;291200;3;1220.0;169514.0;4
7388;291202;3;1020.0;168519.0;3
7394;315991;2;300.0;4548.0;1
7395;316586;2;340.0;584.0;2
7396;315992;3;440.0;181782.0;4
7398;315994;5;800.0;183746.0;6
7402;307680;2;260.0;2155.0;2
7403;307681;2;1040.0;256242.00000000003;4
7404;307679;2;220.0;88766.0;1
7405;312388;3;480.0;6616.0;2
7408;317675;2;600.0;3253.0;1
7410;317393;3;1420.0;111788.0;1
7411;317387;2;220.0;4757.0;1
7412;317386;4;380.0;4849.0;7
7413;317394;2;1160.0;368033.0;6
7414;317380;2;560.0;1338.0;1
7415;317381;2;180.0;1559.0;3
7416;317383;3;200.0;2836.0;2
7417;317377;3;120.0;1281.0;1
7418;317376;2;520.0;2764.0;4
7419;317384;2;520.0;1051.0;1
7422;310169;2;440.0;2257.0;2
7424;310177;2;760.0;25138.0;1
7426;310161;2;600.0;85833.0;2
7427;310168;2;500.0;24986.0;1
7428;310160;3;380.0;1134.0;3
7431;310167;3;1080.0;201250.0;2
7433;317591;2;300.0;347414.0;2
7435;317589;3;680.0;347570.0;2
7436;317448;3;360.0;1964.0000000000002;1
7438;317456;3;480.0;180104.0;2
7439;320895;2;360.0;1794.0;2
7440;317454;4;740.0;525913.0;1
7441;317455;3;580.0;524335.0;3
7442;312317;2;240.0;793.0;2
7444;312320;2;180.0;366.0;1
7446;312323;3;180.0;178637.0;2
7447;312319;2;220.0;426.0;3
7448;317649;3;460.0;5593.0;2
7449;317650;3;640.0;271035.0;3
7450;312318;3;300.0;516.0;3
7451;312325;2;460.0;179353.0;2
7452;312324;2;140.0;178637.0;2
7453;315778;3;360.0;181277.0;3
7455;315782;2;1260.0;440843.0;1
7456;315775;4;1880.0;636592.0;4
7457;315781;2;1380.0;625376.0;3
7458;315774;3;1480.0;593546.0;3
7460;317538;3;760.0;5171.0;2
7461;317539;2;760.0;5681.0;1
7463;317545;3;1280.0;4533.0;5
7464;317546;2;480.0;4204.0;1
7465;317552;2;220.0;2949.0;1
7467;317548;3;720.0;1780.0;1
7468;317554;2;440.0;899.0;2
7472;307699;2;1000.0;3007.0;1
7477;307697;3;540.0;375192.0;3
7480;310155;2;700.0;2403.0;2
7481;310159;2;260.0;3112.0;1
7485;317573;4;1300.0;425747.0;6
7488;317570;2;180.0;612.0;1
7489;317569;3;120.0;583.0;1
7490;310147;2;1060.0;1968.0000000000002;2
7492;310145;2;160.0;622.0;1
7493;310150;2;720.0;1073.0;1
7495;310148;4;380.0;9241.0;5
7497;317433;4;720.0;348164.0;5
7498;317428;2;340.0;342964.0;1
7499;317429;2;140.0;154649.0;1
7500;317440;2;340.0;540098.0;1
7501;317439;2;280.0;360231.0;2
7503;317447;3;1980.0;7698.000000000001;2
7505;317444;2;260.0;359002.0;1
7506;317445;3;500.0;584655.0;2
7507;317564;2;1120.0;18633.0;1
7512;317557;4;420.0;630012.0;1
7513;317561;2;360.0;611505.0;1
7514;317556;3;620.0;629660.0;2
7518;352886;2;1300.0;86294.0;1
7520;345660;2;980.0;413992.0;1
7521;343908;2;780.0;495632.00000000006;2
